,ANSWER,QUESTION.question,QUESTION.paragraph
2517,"Traditionally, Dalbergia sissoo fruit extract has been used as a molluscide to combat freshwater snail issues, serving as a natural solution for this problem.",What traditional medicinal practice involves the use of Dalbergia sissoo fruit extract?,"Besides, traditionally the fruit extract is under use as molluscide to inhibit freshwater snail problem."
2518,"Dalbergia sissoo is classified under the Kingdom: Plantae, Class: Rosids, Order: Fabales, Family: Fabaceae, Genus: Dalbergia, and Species: sissoo.",What is the systematic classification of Dalbergia sissoo?,"Kingdom : Plantae
Class : Rosids
Order : Fabales
Family : Fabaceae
Genus : Dalbergia
Species : sissoo"
2519,"Dalbergia sissoo is highly significant for riverbank reforestation programs, particularly in the tropical and subtropical climatic regions.",In which climatic regions is Dalbergia sissoo significant for reforestation?,This species is having high significance to use in riverbank reforestation programs in tropical and subtropical climatic regions.
2520,"Dalbergia sissoo wood's extraordinary strength, close grain, and durability, combined with its ornamental characteristics, make it ideal for ornamental work.",How does Dalbergia sissoo wood contribute to ornamental work?,"Shisham wood is extraordinarily strong, close grained, durable, ornamental and is used for various purposes including furniture, panelling, ornamental work, agricultural implements, gun carriages. etc."
2521,"Dalbergia sissoo is called rosewood/Bombay block wood in exports due to its rich color, smoothness, and the excellent finish it provides to furniture, enhancing its aesthetic appeal.",Why is Dalbergia sissoo referred to as rosewood/Bombay block wood in exports?,"It has been exported to various countries in the Europe and elsewhere under the name of rosewood/bombay block wood owing to the rich colour, smoothness and after finish to the furniture made up of rose wood."
2522,"Dalbergia sissoo is widely cultivated in tropical and subtropical regions of Asia and Africa. It grows naturally in India and Iran, typically along riverbanks above 200 m elevation, and can be found up to 1400 m asl.",In which regions is Dalbergia sissoo commonly cultivated?,Distribution
2523,"Dalbergia sissoo is believed to be native to the foothills of the Himalayas, ranging from Afghanistan to Bihar, India. In India, it is predominantly grown in Kashmir, Assam, Bengal, Sikkim, and Uttar Pradesh as well as central and southern regions.",What are the native regions of Dalbergia sissoo?,Distribution
2524,The major biological threats to Dalbergia sissoo come from fungal and insect damage. Diseases like root rot (Rhizoctonia solani) and wilt (Fusarium oxysporum f. sp. dalbergiae) cause significant losses during the seedling stage.,What are the major threats to Dalbergia sissoo?,Common diseases
2525,"Regular irrigation and protection from grazing wounds provide adequate assistance to Dalbergia sissoo seedlings during the seedling stage, preventing root rot and wilt.",How can one provide adequate assistance to Dalbergia sissoo seedlings?,Common diseases
2526,"Fungal diseases in Dalbergia sissoo nurseries include leaf spots (Cercospora sissoo, Phyllosticta sissoo, Myrothecium roridum, Alternaria alternata), Black leaf spot (Phyllachlora dalbergiae), powdery mildew (Phyllactinia dalbergiae), and canker (Phoma nivea, Hypoxylon investians).",Name the diseases caused by fungi in Dalbergia sissoo nurseries.,Common diseases
2527,Root/butt rot caused by Phellinus gilvus can lead to the death of the entire Dalbergia sissoo plant. The affected trees become prone to falling during windy rains due to the weakened trunk structure.,What are the consequences of root/butt rot in Dalbergia sissoo?,Common diseases
2528,Dalbergia sissoo grows naturally along riverbanks in India and Iran above 200 m elevation and can be found up to 1400 m above sea level.,In what elevations does Dalbergia sissoo naturally grow?,Distribution
2529,Root rot (caused by Rhizoctonia solani) and wilt (caused by Fusarium oxysporum f. sp. dalbergiae) are the diseases that cause the most damage to Dalbergia sissoo seedlings.,What fungal disease affects Dalbergia sissoo seedlings the most?,Common diseases
2530,"In India, Dalbergia sissoo is predominately grown in the states of Kashmir, Assam, Bengal, Sikkim, and Uttar Pradesh. It is also present in central and southern parts of the country.",Which regions in India predominantly grow Dalbergia sissoo?,Distribution
2531,"The trees of Dalbergia sissoo become prone to falling during windy rains due to root/trunk rot caused by Ganoderma lucidum and root/butt rot caused by Phellinus gilvus, which weaken the tree's structure.",What makes Dalbergia sissoo trees prone to falling during windy rains?,Common diseases
2532,"Dalbergia sissoo's widespread distribution across tropical and subtropical regions of Asia and Africa signifies its adaptability to diverse climates. Its presence along riverbanks and elevations up to 1400 m asl highlights its ecological flexibility, ensuring its cultivation from Afghanistan to India's various states, supporting local ecosystems and economies.",Discuss the significance of Dalbergia sissoo's distribution across various regions.,Distribution
2533,"Fungal diseases like leaf spots, black leaf spot, powdery mildew, and canker greatly impact Dalbergia sissoo in both nurseries and mature stages. These infections reduce plant vitality, lead to foliage loss, and hinder growth. Severe infections, such as root and trunk rots, can lead to plant death and increase tree fall risks during storms.",Examine the impact of fungal diseases on the maturation of Dalbergia sissoo.,Common diseases
2534,"Regular irrigation for Dalbergia sissoo seedlings ensures optimal hydration, which is vital for their growth and resilience against diseases like root rot and wilt. Adequate water supply helps in maintaining robust root systems, reducing susceptibility to pathogens, and enhancing overall seedling health, thereby promoting successful cultivation.",How does regular irrigation benefit Dalbergia sissoo seedlings?,Common diseases
2535,"Preventive measures for Dalbergia sissoo seedlings include regular irrigation and protection from grazing wounds. These practices reduce the impact of fungal diseases like root rot and wilt. Ensuring a well-managed environment helps in cultivating robust seedlings, preventing significant early-stage losses, and promoting healthy plant development.",What measures can prevent irreversible seedling damage in Dalbergia sissoo?,Common diseases
2536,"Dalbergia sissoo thrives in India's climatic conditions, such as those along riverbanks and elevations up to 1400 m asl. Regions like Kashmir, Assam, and Uttar Pradesh provide suitable rainfall and temperature ranges, while various soil types and protection from excessive grazing further support its successful cultivation and growth.",Analyze the environmental factors that support Dalbergia sissoo cultivation in India.,Distribution
