ANSWER,QUESTION.question,QUESTION.paragraph
2017.,What year was the study by Simamora et al. on Eucalyptus potyviruses susceptibility conducted?,"Simamora, A.V., Stukely, M.J.C., Barber, P.A., Hardy, G.S. and Burgess, T.I., 2017. Age-related susceptibility of Eucalyptus species to Phytophthora niederhauserii."
Book.,What type of publication is listed under SG Gill and KC Chauhan's 2006 work?,SG Gill; KC Chauhan; HN Khajuria and Rajni Chauhan (2006) Shisham and Kikar Mortality in India.
Fusarium solani.,What pathogen causing Melia dubia wilt is reported by Pandey and team in 2018?,"Pandey, A., Juwanthra, R., Chandra, S., Kumar, A., Kannojia, P., Khanna, D., Arora, S., Dwivedi, V.D. and Pandey, S., 2018. First report of Fusarium solani causing wilt of Melia dubia."
Pathogens infecting Melia dubia.,Which pathogens were identified and characterized in Melia dubia in Tamil Nadu?,"Muthulakshmi, P., Naresh, S., Rajamanickam, S. and Parthasarathy, S., 2016. Identification and morphological characterization of pathogens infecting Melia dubia in Tamil Nadu."
Sandalwood.,Which trees are the focus of the 2005 study on pests and diseases in nurseries?,"Remadevi, O.K., Nagarveni, H.C. and Muthukrishnan, R., 2005. Pests and diseases of sandalwood plants in nurseries and their management."
Curvularia leaf spot.,"What disease is documented by Sharma, Singh, and Verma in Dalbergia sissoo?","Sharma, P., Singh, N. and Verma, O.P., 2012. First report of Curvularia leaf spot caused by Curvularia affinis on Dalbergia sissoo."
Forest pathology.,In what journal is the 2018 study on Fusarium solani in Melia dubia published?,"Pandey, A., Juwanthra, R., Chandra, S., Kumar, A., Kannojia, P., Khanna, D., Arora, S., Dwivedi, V.D. and Pandey, S., 2018. First report of Fusarium solani causing wilt of Melia dubia. Forest pathology, 48(1). e12398."
"Diseases, growth, and wood quality.",What do Steenkacers and colleagues' 1996 work focus on in poplar trees?,"Steenkacers, J., Steenackers, M., Steenkacers, V. and Stevens, M., 1996. Poplar diseases, consequences on growth and wood quality."
South-East Asia.,"Which manual by Old, Wingfield, and Yuan covers Eucalyptus diseases in a particular region?","Old, K.M., Wingfield, M.J. and Yuan, Z.Q., 2003. A manual of diseases of Eucalyptus in South-East Asia."
The controversy over the retypification of Acacia Mill. with an Australian type: a pragmatic view.,What is the title of the document cited regarding the retypification of Acacia Mill.?,"Thiele, K.R., Funk, V.A., Iwatsuki, K., Morat, P., Peng, C.I., Raven, P.H., Sarukhán, J., Seberg, O., McNeill, J., Orchard, A.E. and David, J.C., 2011. The controversy over the retypification of Acacia Mill. with an Australian type: a pragmatic view. Taxon, 60(1), pp.194-198."
Taxon,Which journal published the paper on Acacia Mill. retypification?,"Thiele, K.R., Funk, V.A., Iwatsuki, K., Morat, P., Peng, C.I., Raven, P.H., Sarukhán, J., Seberg, O., McNeill, J., Orchard, A.E. and David, J.C., 2011. The controversy over the retypification of Acacia Mill. with an Australian type: a pragmatic view. Taxon, 60(1), pp.194-198."
Volume 60(1),In which volume and issue of the 'Taxon' journal is the Acacia Mill. article published?,"Thiele, K.R., Funk, V.A., Iwatsuki, K., Morat, P., Peng, C.I., Raven, P.H., Sarukhán, J., Seberg, O., McNeill, J., Orchard, A.E. and David, J.C., 2011. The controversy over the retypification of Acacia Mill. with an Australian type: a pragmatic view. Taxon, 60(1), pp.194-198."
"Thiele, K.R., Funk, V.A., Iwatsuki, K., Morat, P., Peng, C.I., Raven, P.H., Sarukhán, J., Seberg, O., McNeill, J., Orchard, A.E., and David, J.C.",Who are the authors of the paper on the retypification of Acacia Mill.?,"Thiele, K.R., Funk, V.A., Iwatsuki, K., Morat, P., Peng, C.I., Raven, P.H., Sarukhán, J., Seberg, O., McNeill, J., Orchard, A.E. and David, J.C., 2011. The controversy over the retypification of Acacia Mill. with an Australian type: a pragmatic view. Taxon, 60(1), pp.194-198."
The controversy over the retypification of Acacia Mill. with an Australian type: a pragmatic view.,What is the focus of the article by Thiele et al. (2011) in Taxon?,"Thiele, K.R., Funk, V.A., Iwatsuki, K., Morat, P., Peng, C.I., Raven, P.H., Sarukhán, J., Seberg, O., McNeill, J., Orchard, A.E. and David, J.C., 2011. The controversy over the retypification of Acacia Mill. with an Australian type: a pragmatic view. Taxon, 60(1), pp.194-198."
Verticillium sp. and Fomes sp.,"Which plant pathogen is associated with Tectona grandis decay, as mentioned in the text?","Wahounou, P.J., Coulibaly, B., Gnonhouori, G.P. and Adiko, A., 2017. Teak (Tectona grandis) decay associated with Verticillium sp. and Fomes sp. within reforestation areas in Côte d'Ivoire. Journal of Tropical Forest Science, pp.363-370."
2017,In which year was the paper on Tectona grandis decay published?,"Wahounou, P.J., Coulibaly, B., Gnonhouori, G.P. and Adiko, A., 2017. Teak (Tectona grandis) decay associated with Verticillium sp. and Fomes sp. within reforestation areas in Côte d'Ivoire. Journal of Tropical Forest Science, pp.363-370."
"Wahounou, P.J., Coulibaly, B., Gnonhouori, G.P., and Adiko, A.",What are the authors listed for the paper on Tectona grandis decay in Côte d'Ivoire?,"Wahounou, P.J., Coulibaly, B., Gnonhouori, G.P. and Adiko, A., 2017. Teak (Tectona grandis) decay associated with Verticillium sp. and Fomes sp. within reforestation areas in Côte d'Ivoire. Journal of Tropical Forest Science, pp.363-370."
Journal of Tropical Forest Science,What is the title of the journal that published the article on Tectona grandis decay?,"Wahounou, P.J., Coulibaly, B., Gnonhouori, G.P. and Adiko, A., 2017. Teak (Tectona grandis) decay associated with Verticillium sp. and Fomes sp. within reforestation areas in Côte d'Ivoire. Journal of Tropical Forest Science, pp.363-370."
The retypification of Acacia Mill. with an Australian type.,What specific subject is discussed in the paper by Thiele et al. (2011)?,"Thiele, K.R., Funk, V.A., Iwatsuki, K., Morat, P., Peng, C.I., Raven, P.H., Sarukhán, J., Seberg, O., McNeill, J., Orchard, A.E. and David, J.C., 2011. The controversy over the retypification of Acacia Mill. with an Australian type: a pragmatic view. Taxon, 60(1), pp.194-198."
Fungal pathogens of Tectona grandis (LF) seedlings.,"What kinds of fungal pathogens are associated with Tectona grandis seedlings in Akwa Ibom State, Nigeria?","Ukoima HN, Akpan EE, Pepple GA (2013) Identification and Control of Fungal Pathogens of Tectona grandis (LF) Seedlings in Akwa Ibom State, Nigeria. International Research Journal of Plant Sciences 4:12-18"
International Research Journal of Plant Sciences,In what journal was the article by Ukoima et al. (2013) on fungal pathogens of Tectona grandis published?,"Ukoima HN, Akpan EE, Pepple GA (2013) Identification and Control of Fungal Pathogens of Tectona grandis (LF) Seedlings in Akwa Ibom State, Nigeria. International Research Journal of Plant Sciences 4:12-18"
"Ukoima HN, Akpan EE, Pepple GA",What are the names of the authors who studied fungal pathogens of Tectona grandis in Nigeria?,"Ukoima HN, Akpan EE, Pepple GA (2013) Identification and Control of Fungal Pathogens of Tectona grandis (LF) Seedlings in Akwa Ibom State, Nigeria. International Research Journal of Plant Sciences 4:12-18"
"Ukoima HN, Akpan EE, Pepple GA (2013)",Which research focuses on the identification and control of fungal pathogens in Tectona grandis seedlings?,"Ukoima HN, Akpan EE, Pepple GA (2013) Identification and Control of Fungal Pathogens of Tectona grandis (LF) Seedlings in Akwa Ibom State, Nigeria. International Research Journal of Plant Sciences 4:12-18"
"Akwa Ibom State, Nigeria",In which specific location was the study on fungal pathogens of Tectona grandis seedlings conducted?,"Ukoima HN, Akpan EE, Pepple GA (2013) Identification and Control of Fungal Pathogens of Tectona grandis (LF) Seedlings in Akwa Ibom State, Nigeria. International Research Journal of Plant Sciences 4:12-18"
Teak (Tectona grandis) decay associated with Verticillium sp. and Fomes sp. in reforestation areas.,What is the subject of the paper authored by Wahounou et al. in 2017?,"Wahounou, P.J., Coulibaly, B., Gnonhouori, G.P. and Adiko, A., 2017. Teak (Tectona grandis) decay associated with Verticillium sp. and Fomes sp. within reforestation areas in Côte d'Ivoire. Journal of Tropical Forest Science, pp.363-370."
Côte d'Ivoire,Which region was studied in relation to Tectona grandis decay by Wahounou et al.?,"Wahounou, P.J., Coulibaly, B., Gnonhouori, G.P. and Adiko, A., 2017. Teak (Tectona grandis) decay associated with Verticillium sp. and Fomes sp. within reforestation areas in Côte d'Ivoire. Journal of Tropical Forest Science, pp.363-370."
"Identification and control of fungal pathogens in Tectona grandis seedlings in Akwa Ibom State, Nigeria.",What are the key findings presented by Ukoima et al. (2013) in their research on Tectona grandis seedlings?,"Ukoima HN, Akpan EE, Pepple GA (2013) Identification and Control of Fungal Pathogens of Tectona grandis (LF) Seedlings in Akwa Ibom State, Nigeria. International Research Journal of Plant Sciences 4:12-18"
Acacia Mill. and Tectona grandis (Teak),Which species of trees are involved in the studies mentioned in the provided text?,Plant Diseases in Agroforestry: A Ready Reckoner
"Volume 4, pages 12-18",What volume and page range details are provided for Ukoima et al.'s (2013) article?,"Ukoima HN, Akpan EE, Pepple GA (2013) Identification and Control of Fungal Pathogens of Tectona grandis (LF) Seedlings in Akwa Ibom State, Nigeria. International Research Journal of Plant Sciences 4:12-18"
